heightmap_id,category,terrace_steps,steps_4,steps_6,steps_8,steps_10,steps_12,steps_16,gamma,edge_sigma,morph_strength,contrast,homogeneity,energy,correlation,entropy,height_mean,height_std,hist_entropy,gradient_mean
Bark__bark 79_height,Bark,12,0,0,0,0,1,0,0.500000,3.000000,2.000000,0.476811,0.881341,0.305849,0.987916,0.546917,0.865561,0.069043,2.673795,0.002186
Bark__bark 79_height,Bark,12,0,0,0,0,1,0,0.500000,4.500000,2.000000,0.424355,0.876599,0.244523,0.988915,0.500299,0.857086,0.068812,2.673795,0.002206
Bark__bark 79_height,Bark,12,0,0,0,0,1,0,0.500000,0.500000,2.000000,1.121860,0.936155,0.541242,0.970368,0.277280,0.880532,0.066536,1.811278,0.002017
Bark__bark 79_height,Bark,12,0,0,0,0,1,0,1.000000,1.500000,0.500000,6.896847,0.581764,0.099096,0.981329,3.106476,0.602224,0.215087,6.000000,0.012191
Bark__bark 79_height,Bark,12,0,0,0,0,1,0,1.000000,4.500000,2.000000,1.013209,0.820107,0.169292,0.989874,1.089162,0.739812,0.112220,4.090446,0.003649
Bark__bark 79_height,Bark,12,0,0,0,0,1,0,1.500000,0.500000,1.500000,4.122976,0.824725,0.264513,0.981938,1.107535,0.626760,0.169073,4.185994,0.006471
Bark__bark 79_height,Bark,12,0,0,0,0,1,0,1.500000,1.500000,2.000000,2.016902,0.810862,0.208297,0.987215,1.823707,0.673662,0.141207,4.883018,0.004720
Bark__bark 79_height,Bark,12,0,0,0,0,1,0,1.500000,3.000000,1.000000,4.158436,0.663946,0.091998,0.986351,2.402414,0.543415,0.195715,5.554229,0.008758
Bark__bark 79_height,Bark,12,0,0,0,0,1,0,2.000000,1.500000,2.000000,2.652107,0.794620,0.191076,0.987193,2.186213,0.597570,0.160995,5.374160,0.005456
Bark__bark 79_height,Bark,12,0,0,0,0,1,0,2.000000,4.500000,0.500000,6.416746,0.543549,0.065842,0.984724,2.543240,0.395465,0.229610,5.968750,0.012463
Bark__bark 79_height,Bark,16,0,0,0,0,0,1,0.500000,0.500000,0.500000,4.976178,0.720681,0.224843,0.975989,1.564932,0.763591,0.160752,5.135891,0.008922
Bark__bark 79_height,Bark,16,0,0,0,0,0,1,0.500000,3.000000,2.000000,0.424109,0.883265,0.251397,0.987839,0.535868,0.866563,0.065868,2.567818,0.002099
Bark__bark 79_height,Bark,16,0,0,0,0,0,1,0.500000,4.500000,2.000000,0.396289,0.881183,0.219879,0.988945,0.488562,0.858008,0.066616,2.567818,0.002120
Bark__bark 79_height,Bark,16,0,0,0,0,0,1,0.500000,0.500000,2.000000,0.811979,0.916980,0.431035,0.976549,0.315045,0.881468,0.063322,1.920849,0.002030
Bark__bark 79_height,Bark,16,0,0,0,0,0,1,1.000000,1.500000,0.500000,6.691310,0.574609,0.080590,0.981655,3.092625,0.601811,0.213850,5.968750,0.012080
Bark__bark 79_height,Bark,16,0,0,0,0,0,1,1.000000,4.500000,2.000000,0.983956,0.822969,0.168434,0.989959,1.082873,0.739458,0.110511,4.090446,0.003583
Bark__bark 79_height,Bark,16,0,0,0,0,0,1,1.500000,0.500000,1.500000,3.418041,0.795042,0.198652,0.984536,1.294267,0.628252,0.166580,4.618147,0.006414
Bark__bark 79_height,Bark,16,0,0,0,0,0,1,1.500000,1.500000,2.000000,1.870683,0.806799,0.180485,0.987890,1.763834,0.674697,0.139621,4.914268,0.004655
Bark__bark 79_height,Bark,16,0,0,0,0,0,1,1.500000,3.000000,1.000000,4.113072,0.664184,0.090325,0.986398,2.346233,0.542622,0.195263,5.554229,0.008721
Bark__bark 79_height,Bark,16,0,0,0,0,0,1,2.000000,1.500000,2.000000,2.608151,0.787231,0.154863,0.987587,2.196055,0.597939,0.162629,5.374160,0.005515
Bark__bark 79_height,Bark,16,0,0,0,0,0,1,2.000000,4.500000,0.500000,6.425079,0.543886,0.066148,0.984740,2.534261,0.395869,0.229990,6.000000,0.012469
Bark__bark 89_height,Bark,4,1,0,0,0,0,0,0.500000,0.500000,0.500000,17.209882,0.885679,0.618505,0.920967,1.001467,0.736151,0.163844,2.567818,0.009099
Bark__bark 89_height,Bark,4,1,0,0,0,0,0,0.500000,3.000000,2.000000,2.004155,0.854050,0.345598,0.986581,0.781312,0.825709,0.136191,2.461292,0.003919
Bark__bark 89_height,Bark,4,1,0,0,0,0,0,0.500000,4.500000,2.000000,1.430263,0.836538,0.278017,0.988668,0.645898,0.808425,0.124781,2.461292,0.003761
Bark__bark 89_height,Bark,4,1,0,0,0,0,0,0.500000,0.500000,2.000000,6.705773,0.948845,0.629352,0.966932,0.484745,0.866198,0.158268,1.559487,0.003750
Bark__bark 89_height,Bark,4,1,0,0,0,0,0,1.000000,1.500000,0.500000,12.119973,0.710217,0.258117,0.960832,3.036246,0.559962,0.196548,6.000000,0.012254
Bark__bark 89_height,Bark,4,1,0,0,0,0,0,1.000000,4.500000,2.000000,1.222204,0.871425,0.444942,0.983638,1.060672,0.680962,0.096498,3.896782,0.003063
Bark__bark 89_height,Bark,4,1,0,0,0,0,0,1.500000,0.500000,1.500000,12.132234,0.899615,0.491775,0.959141,1.004744,0.567273,0.193512,2.567818,0.007057
Bark__bark 89_height,Bark,4,1,0,0,0,0,0,1.500000,1.500000,2.000000,3.925824,0.874183,0.356920,0.980225,1.993923,0.608630,0.159134,4.558771,0.004643
Bark__bark 89_height,Bark,4,1,0,0,0,0,0,1.500000,3.000000,1.000000,5.045809,0.732674,0.251853,0.979133,2.241549,0.476990,0.173891,5.053073,0.008162
Bark__bark 89_height,Bark,4,1,0,0,0,0,0,2.000000,1.500000,2.000000,4.989656,0.860580,0.411057,0.979552,2.215009,0.515742,0.176540,4.496271,0.005604
Bark__bark 89_height,Bark,4,1,0,0,0,0,0,2.000000,4.500000,0.500000,6.699172,0.585303,0.128156,0.981548,2.773852,0.323449,0.213095,6.000000,0.011966
Bark__bark 89_height,Bark,6,0,1,0,0,0,0,0.500000,0.500000,0.500000,9.538526,0.846156,0.479156,0.940489,0.972149,0.745735,0.142466,3.600311,0.008636
Bark__bark 89_height,Bark,6,0,1,0,0,0,0,0.500000,3.000000,2.000000,0.664828,0.907779,0.567209,0.979608,0.445256,0.830035,0.063267,2.138541,0.002025
Bark__bark 89_height,Bark,6,0,1,0,0,0,0,0.500000,4.500000,2.000000,0.507702,0.898814,0.427142,0.983434,0.425663,0.818915,0.061487,2.246641,0.001982
Bark__bark 89_height,Bark,6,0,1,0,0,0,0,0.500000,0.500000,2.000000,2.708571,0.954010,0.718954,0.952551,0.260646,0.851969,0.081088,1.031644,0.002394
Bark__bark 89_height,Bark,6,0,1,0,0,0,0,1.000000,1.500000,0.500000,8.328784,0.638774,0.173021,0.971336,2.913539,0.556549,0.190626,5.843750,0.012202
Bark__bark 89_height,Bark,6,0,1,0,0,0,0,1.000000,4.500000,2.000000,1.077020,0.834705,0.210397,0.988163,1.025399,0.676065,0.107862,3.699895,0.003531
Bark__bark 89_height,Bark,6,0,1,0,0,0,0,1.500000,0.500000,1.500000,6.527394,0.876332,0.396647,0.968499,0.887488,0.575155,0.161971,3.091917,0.006329
Bark__bark 89_height,Bark,6,0,1,0,0,0,0,1.500000,1.500000,2.000000,2.369053,0.846001,0.247195,0.985707,1.691866,0.611300,0.144380,4.185994,0.004404
Bark__bark 89_height,Bark,6,0,1,0,0,0,0,1.500000,3.000000,1.000000,4.035057,0.692080,0.139318,0.983002,2.308353,0.476061,0.172582,5.327820,0.008191
Bark__bark 89_height,Bark,6,0,1,0,0,0,0,2.000000,1.500000,2.000000,3.009826,0.840372,0.319605,0.982829,2.092621,0.526922,0.149245,5.021823,0.004940
Bark__bark 89_height,Bark,6,0,1,0,0,0,0,2.000000,4.500000,0.500000,5.749680,0.572327,0.081667,0.982520,2.644855,0.322299,0.202973,6.000000,0.011422
Bark__bark 89_height,Bark,8,0,0,1,0,0,0,0.500000,0.500000,0.500000,7.428410,0.812009,0.384828,0.949618,0.873458,0.736900,0.135439,3.668645,0.008848
Bark__bark 89_height,Bark,8,0,0,1,0,0,0,0.500000,3.000000,2.000000,0.545605,0.891173,0.311272,0.985651,0.452651,0.828247,0.068371,2.138541,0.002122
Bark__bark 89_height,Bark,8,0,0,1,0,0,0,0.500000,4.500000,2.000000,0.468063,0.885288,0.259857,0.987538,0.444083,0.816010,0.068339,2.246641,0.002147
Bark__bark 89_height,Bark,8,0,0,1,0,0,0,0.500000,0.500000,2.000000,1.668257,0.950519,0.675633,0.961548,0.295216,0.854669,0.073036,1.590737,0.002135
Bark__bark 89_height,Bark,8,0,0,1,0,0,0,1.000000,1.500000,0.500000,7.055379,0.608190,0.116450,0.974786,2.861112,0.554130,0.187012,5.875000,0.011920
Bark__bark 89_height,Bark,8,0,0,1,0,0,0,1.000000,4.500000,2.000000,0.999235,0.835611,0.187070,0.988981,1.002748,0.672478,0.106842,3.699895,0.003417
Bark__bark 89_height,Bark,8,0,0,1,0,0,0,1.500000,0.500000,1.500000,4.995661,0.866463,0.376993,0.972700,0.900752,0.577340,0.151845,3.668645,0.006049
Bark__bark 89_height,Bark,8,0,0,1,0,0,0,1.500000,1.500000,2.000000,2.065233,0.834927,0.215635,0.985925,1.643635,0.610020,0.136181,4.090446,0.004394
Bark__bark 89_height,Bark,8,0,0,1,0,0,0,1.500000,3.000000,1.000000,3.876235,0.685985,0.121225,0.983276,2.283681,0.477189,0.170462,5.327820,0.008140
Bark__bark 89_height,Bark,8,0,0,1,0,0,0,2.000000,1.500000,2.000000,2.663412,0.817057,0.168504,0.985867,2.154662,0.525482,0.154366,4.827209,0.005065
Bark__bark 89_height,Bark,8,0,0,1,0,0,0,2.000000,4.500000,0.500000,5.554205,0.578406,0.083216,0.982491,2.606347,0.323235,0.199475,6.000000,0.011180
Bark__bark 89_height,Bark,10,0,0,0,1,0,0,0.500000,0.500000,0.500000,6.052397,0.779809,0.302538,0.958698,1.046923,0.741099,0.133974,3.569061,0.008769
Bark__bark 89_height,Bark,10,0,0,0,1,0,0,0.500000,3.000000,2.000000,0.482007,0.889536,0.286364,0.985697,0.448067,0.832192,0.063988,2.107291,0.002096
Bark__bark 89_height,Bark,10,0,0,0,1,0,0,0.500000,4.500000,2.000000,0.439359,0.882769,0.248525,0.987407,0.449328,0.818727,0.065376,2.354228,0.002130
Bark__bark 89_height,Bark,10,0,0,0,1,0,0,0.500000,0.500000,2.000000,1.283445,0.946496,0.599056,0.963404,0.237631,0.853882,0.065690,1.256566,0.002019
Bark__bark 89_height,Bark,10,0,0,0,1,0,0,1.000000,1.500000,0.500000,6.801306,0.595247,0.096549,0.975717,2.830489,0.553110,0.187089,5.818599,0.011949
Bark__bark 89_height,Bark,10,0,0,0,1,0,0,1.000000,4.500000,2.000000,1.009500,0.833090,0.189903,0.988958,1.011293,0.671391,0.107466,3.699895,0.003459
Bark__bark 89_height,Bark,10,0,0,0,1,0,0,1.500000,0.500000,1.500000,3.972148,0.843930,0.320729,0.977365,1.083300,0.581028,0.148524,3.398984,0.005954
Bark__bark 89_height,Bark,10,0,0,0,1,0,0,1.500000,1.500000,2.000000,1.959456,0.826479,0.182399,0.986379,1.674712,0.609950,0.134973,4.249389,0.004413
Bark__bark 89_height,Bark,10,0,0,0,1,0,0,1.500000,3.000000,1.000000,3.836522,0.683746,0.111574,0.983533,2.264887,0.476727,0.170954,5.248348,0.008149
Bark__bark 89_height,Bark,10,0,0,0,1,0,0,2.000000,1.500000,2.000000,2.584680,0.811869,0.163189,0.986509,2.155979,0.524691,0.153635,4.795959,0.005070
Bark__bark 89_height,Bark,10,0,0,0,1,0,0,2.000000,4.500000,0.500000,5.511844,0.578060,0.082369,0.982603,2.578249,0.323342,0.199217,5.968750,0.011137
Bark__bark 89_height,Bark,12,0,0,0,0,1,0,0.500000,0.500000,0.500000,5.285774,0.761295,0.282970,0.962586,1.048809,0.739174,0.132383,4.090446,0.008724
Bark__bark 89_height,Bark,12,0,0,0,0,1,0,0.500000,3.000000,2.000000,0.453860,0.887654,0.245849,0.987333,0.449121,0.830785,0.065920,2.215391,0.002068
Bark__bark 89_height,Bark,12,0,0,0,0,1,0,0.500000,4.500000,2.000000,0.424134,0.883001,0.219989,0.988394,0.444745,0.817024,0.066681,2.246641,0.002102
Bark__bark 89_height,Bark,12,0,0,0,0,1,0,0.500000,0.500000,2.000000,1.037027,0.936724,0.550470,0.968608,0.265948,0.855496,0.061679,1.590737,0.001955
Bark__bark 89_height,Bark,12,0,0,0,0,1,0,1.000000,1.500000,0.500000,6.649260,0.588680,0.087714,0.976029,2.835603,0.552447,0.186319,5.787349,0.011921
Bark__bark 89_height,Bark,12,0,0,0,0,1,0,1.000000,4.500000,2.000000,1.000930,0.834884,0.168418,0.989043,1.008355,0.670917,0.107314,3.699895,0.003427
Bark__bark 89_height,Bark,12,0,0,0,0,1,0,1.500000,0.500000,1.500000,3.691904,0.832931,0.285801,0.979067,1.089321,0.580350,0.148226,3.865532,0.006001
Bark__bark 89_height,Bark,12,0,0,0,0,1,0,1.500000,1.500000,2.000000,1.892510,0.825223,0.174653,0.986691,1.698945,0.611680,0.133259,4.280639,0.004368
Bark__bark 89_height,Bark,12,0,0,0,0,1,0,1.500000,3.000000,1.000000,3.817896,0.684405,0.107863,0.983554,2.258771,0.476586,0.170721,5.327820,0.008130
Bark__bark 89_height,Bark,12,0,0,0,0,1,0,2.000000,1.500000,2.000000,2.551430,0.813817,0.170406,0.986543,2.151226,0.524867,0.153380,4.914268,0.005015
Bark__bark 89_height,Bark,12,0,0,0,0,1,0,2.000000,4.500000,0.500000,5.505938,0.577910,0.082362,0.982633,2.580752,0.323576,0.199250,6.000000,0.011124
Bark__bark 89_height,Bark,16,0,0,0,0,0,1,0.500000,0.500000,0.500000,4.404327,0.721339,0.209470,0.968865,1.245117,0.739492,0.132799,4.280639,0.008679
Bark__bark 89_height,Bark,16,0,0,0,0,0,1,0.500000,3.000000,2.000000,0.426439,0.890013,0.225503,0.987095,0.435155,0.829327,0.064011,2.246641,0.002039
Bark__bark 89_height,Bark,16,0,0,0,0,0,1,0.500000,4.500000,2.000000,0.412259,0.886217,0.218153,0.987920,0.430871,0.816287,0.064994,2.246641,0.002071
Bark__bark 89_height,Bark,16,0,0,0,0,0,1,0.500000,0.500000,2.000000,0.729326,0.923212,0.410144,0.976066,0.285862,0.857453,0.060200,1.448536,0.001909
Bark__bark 89_height,Bark,16,0,0,0,0,0,1,1.000000,1.500000,0.500000,6.594840,0.583845,0.077668,0.976273,2.850577,0.552754,0.186611,5.818599,0.011929
Bark__bark 89_height,Bark,16,0,0,0,0,0,1,1.000000,4.500000,2.000000,0.991977,0.834646,0.179575,0.989003,1.003141,0.671642,0.106501,3.699895,0.003414
Bark__bark 89_height,Bark,16,0,0,0,0,0,1,1.500000,0.500000,1.500000,3.235808,0.816157,0.260533,0.981242,1.334711,0.579826,0.147222,4.059196,0.005934
Bark__bark 89_height,Bark,16,0,0,0,0,0,1,1.500000,1.500000,2.000000,1.856337,0.828452,0.173880,0.986953,1.680922,0.611865,0.133700,4.280639,0.004323
Bark__bark 89_height,Bark,16,0,0,0,0,0,1,1.500000,3.000000,1.000000,3.824442,0.682412,0.107701,0.983601,2.261271,0.476471,0.171071,5.327820,0.008158
Bark__bark 89_height,Bark,16,0,0,0,0,0,1,2.000000,1.500000,2.000000,2.536017,0.812624,0.164425,0.986478,2.151615,0.524344,0.152881,4.914268,0.005023
Bark__bark 89_height,Bark,16,0,0,0,0,0,1,2.000000,4.500000,0.500000,5.491846,0.578597,0.083285,0.982624,2.566245,0.323511,0.199028,6.000000,0.011121
Bark__bark 9_height,Bark,4,1,0,0,0,0,0,0.500000,0.500000,0.500000,21.818980,0.856929,0.619084,0.895213,1.194832,0.741588,0.160386,3.060667,0.011698
Bark__bark 9_height,Bark,4,1,0,0,0,0,0,0.500000,3.000000,2.000000,1.118315,0.889283,0.271854,0.986288,0.773428,0.911966,0.100279,2.461292,0.002634
Bark__bark 9_height,Bark,4,1,0,0,0,0,0,0.500000,4.500000,2.000000,0.851061,0.867755,0.192940,0.987476,0.615989,0.874659,0.091449,2.461292,0.002805
Bark__bark 9_height,Bark,4,1,0,0,0,0,0,0.500000,0.500000,2.000000,2.414852,0.976105,0.817137,0.971212,0.449876,0.960924,0.102139,1.368393,0.001453
Bark__bark 9_height,Bark,4,1,0,0,0,0,0,1.000000,1.500000,0.500000,12.926446,0.709303,0.285309,0.950881,3.403204,0.587521,0.181304,6.000000,0.012613
Bark__bark 9_height,Bark,4,1,0,0,0,0,0,1.000000,4.500000,2.000000,1.240223,0.860486,0.409265,0.980156,0.834973,0.715756,0.087212,2.779208,0.003232
Bark__bark 9_height,Bark,4,1,0,0,0,0,0,1.500000,0.500000,1.500000,8.983640,0.929685,0.639765,0.940115,0.914437,0.662481,0.137112,2.461292,0.004983
Bark__bark 9_height,Bark,4,1,0,0,0,0,0,1.500000,1.500000,2.000000,3.434194,0.896906,0.466694,0.967820,1.837356,0.696088,0.114822,4.311845,0.003857
Bark__bark 9_height,Bark,4,1,0,0,0,0,0,1.500000,3.000000,1.000000,5.842025,0.701464,0.178256,0.973674,2.838080,0.521472,0.166680,5.894455,0.009325
Bark__bark 9_height,Bark,4,1,0,0,0,0,0,2.000000,1.500000,2.000000,4.555841,0.874186,0.445708,0.975188,2.271569,0.627504,0.152435,4.558771,0.005019
Bark__bark 9_height,Bark,4,1,0,0,0,0,0,2.000000,4.500000,0.500000,7.819235,0.561955,0.112473,0.972036,3.169181,0.343380,0.187035,5.968750,0.013041
Bark__bark 9_height,Bark,6,0,1,0,0,0,0,0.500000,0.500000,0.500000,9.927871,0.848405,0.559906,0.924438,1.096718,0.761172,0.129021,3.600311,0.008815
Bark__bark 9_height,Bark,6,0,1,0,0,0,0,0.500000,3.000000,2.000000,0.824471,0.883437,0.540324,0.978016,0.379624,0.851396,0.067330,1.590737,0.002514
Bark__bark 9_height,Bark,6,0,1,0,0,0,0,0.500000,4.500000,2.000000,0.534807,0.889374,0.467360,0.980182,0.350343,0.839941,0.057425,1.701238,0.002173
Bark__bark 9_height,Bark,6,0,1,0,0,0,0,0.500000,0.500000,2.000000,3.476282,0.941432,0.644259,0.952730,0.231902,0.877534,0.091923,0.918564,0.003005
Bark__bark 9_height,Bark,6,0,1,0,0,0,0,1.000000,1.500000,0.500000,9.410583,0.625694,0.173913,0.961403,3.429508,0.581031,0.174405,5.937500,0.013047
Bark__bark 9_height,Bark,6,0,1,0,0,0,0,1.000000,4.500000,2.000000,0.932270,0.860487,0.217075,0.983432,0.894395,0.730039,0.084267,3.091917,0.003007
Bark__bark 9_height,Bark,6,0,1,0,0,0,0,1.500000,0.500000,1.500000,6.560513,0.887220,0.466120,0.951835,0.919698,0.644547,0.131913,2.957035,0.006086
Bark__bark 9_height,Bark,6,0,1,0,0,0,0,1.500000,1.500000,2.000000,2.690215,0.852541,0.284459,0.976187,1.746900,0.687590,0.119015,4.090446,0.004483
Bark__bark 9_height,Bark,6,0,1,0,0,0,0,1.500000,3.000000,1.000000,4.924141,0.685407,0.133175,0.974579,2.693461,0.517075,0.155764,5.296570,0.008951
Bark__bark 9_height,Bark,6,0,1,0,0,0,0,2.000000,1.500000,2.000000,3.227261,0.847756,0.346456,0.977044,2.093495,0.613271,0.133517,4.185994,0.004997
Bark__bark 9_height,Bark,6,0,1,0,0,0,0,2.000000,4.500000,0.500000,6.886496,0.553870,0.083119,0.973197,3.026778,0.343076,0.179533,5.968750,0.012536
Bark__bark 9_height,Bark,8,0,0,1,0,0,0,0.500000,0.500000,0.500000,7.664888,0.810621,0.414162,0.940652,1.053099,0.763264,0.126268,4.027946,0.008843
Bark__bark 9_height,Bark,8,0,0,1,0,0,0,0.500000,3.000000,2.000000,0.460019,0.908947,0.416701,0.977278,0.440566,0.865614,0.049306,1.920849,0.001747
Bark__bark 9_height,Bark,8,0,0,1,0,0,0,0.500000,4.500000,2.000000,0.362542,0.907301,0.351345,0.981711,0.403318,0.851125,0.048878,2.029940,0.001723
Bark__bark 9_height,Bark,8,0,0,1,0,0,0,0.500000,0.500000,2.000000,1.498458,0.955538,0.760273,0.940937,0.198973,0.886394,0.055944,1.144314,0.001934
Bark__bark 9_height,Bark,8,0,0,1,0,0,0,1.000000,1.500000,0.500000,8.250161,0.591401,0.118158,0.965189,3.451232,0.582844,0.172305,6.000000,0.012940
Bark__bark 9_height,Bark,8,0,0,1,0,0,0,1.000000,4.500000,2.000000,0.970706,0.852012,0.240637,0.982782,0.910655,0.724671,0.084308,3.091917,0.003147
Bark__bark 9_height,Bark,8,0,0,1,0,0,0,1.500000,0.500000,1.500000,4.812840,0.870014,0.353221,0.963792,1.004844,0.645517,0.129638,3.637395,0.005809
Bark__bark 9_height,Bark,8,0,0,1,0,0,0,1.500000,1.500000,2.000000,2.059873,0.850417,0.244948,0.979096,1.656395,0.691738,0.111730,3.994032,0.004140
Bark__bark 9_height,Bark,8,0,0,1,0,0,0,1.500000,3.000000,1.000000,4.661746,0.680603,0.114059,0.974874,2.673294,0.514506,0.152404,5.554229,0.008851
Bark__bark 9_height,Bark,8,0,0,1,0,0,0,2.000000,1.500000,2.000000,2.974371,0.835441,0.222023,0.978435,2.130523,0.611904,0.131510,4.123494,0.004953
Bark__bark 9_height,Bark,8,0,0,1,0,0,0,2.000000,4.500000,0.500000,6.766773,0.554847,0.078819,0.973185,2.986008,0.344421,0.177953,6.000000,0.012424
Bark__bark 9_height,Bark,10,0,0,0,1,0,0,0.500000,0.500000,0.500000,6.404093,0.772591,0.342613,0.948958,1.312517,0.760490,0.123765,4.059196,0.009047
Bark__bark 9_height,Bark,10,0,0,0,1,0,0,0.500000,3.000000,2.000000,0.405986,0.909011,0.328144,0.979159,0.389841,0.869384,0.049386,1.701238,0.001737
Bark__bark 9_height,Bark,10,0,0,0,1,0,0,0.500000,4.500000,2.000000,0.348235,0.904982,0.279763,0.982035,0.358815,0.852031,0.048501,1.811278,0.001733
Bark__bark 9_height,Bark,10,0,0,0,1,0,0,0.500000,0.500000,2.000000,1.006208,0.957443,0.694666,0.954167,0.225645,0.890574,0.052170,1.256566,0.001600
Bark__bark 9_height,Bark,10,0,0,0,1,0,0,1.000000,1.500000,0.500000,7.883474,0.585726,0.108083,0.965902,3.426673,0.581716,0.170101,5.968750,0.012795
Bark__bark 9_height,Bark,10,0,0,0,1,0,0,1.000000,4.500000,2.000000,0.864013,0.857597,0.211900,0.983633,0.867192,0.725617,0.081270,3.091917,0.002955
Bark__bark 9_height,Bark,10,0,0,0,1,0,0,1.500000,0.500000,1.500000,4.242029,0.851267,0.316965,0.967056,1.133705,0.643122,0.127225,3.297285,0.005847
Bark__bark 9_height,Bark,10,0,0,0,1,0,0,1.500000,1.500000,2.000000,2.102217,0.848006,0.278390,0.978681,1.675383,0.687830,0.111819,3.896782,0.004179
Bark__bark 9_height,Bark,10,0,0,0,1,0,0,1.500000,3.000000,1.000000,4.652554,0.679146,0.111330,0.975070,2.705927,0.513380,0.152997,5.661696,0.008877
Bark__bark 9_height,Bark,10,0,0,0,1,0,0,2.000000,1.500000,2.000000,2.897278,0.828755,0.176526,0.979803,2.194922,0.612799,0.133878,4.467070,0.005025
Bark__bark 9_height,Bark,10,0,0,0,1,0,0,2.000000,4.500000,0.500000,6.807577,0.554434,0.078529,0.973173,2.982931,0.344523,0.178293,5.968750,0.012439
Bark__bark 9_height,Bark,12,0,0,0,0,1,0,0.500000,0.500000,0.500000,5.710216,0.755131,0.309124,0.952914,1.327907,0.760119,0.122321,4.374345,0.009019
Bark__bark 9_height,Bark,12,0,0,0,0,1,0,0.500000,3.000000,2.000000,0.383190,0.904784,0.268195,0.980774,0.382058,0.867920,0.049500,1.811278,0.001783
Bark__bark 9_height,Bark,12,0,0,0,0,1,0,0.500000,4.500000,2.000000,0.350194,0.901603,0.272621,0.982721,0.378984,0.850796,0.049389,1.920849,0.001773
Bark__bark 9_height,Bark,12,0,0,0,0,1,0,0.500000,0.500000,2.000000,0.943770,0.941607,0.559320,0.959484,0.186042,0.891796,0.051948,1.144314,0.001797
Bark__bark 9_height,Bark,12,0,0,0,0,1,0,1.000000,1.500000,0.500000,7.664038,0.580470,0.095897,0.966438,3.388271,0.581051,0.168877,5.968750,0.012666
Bark__bark 9_height,Bark,12,0,0,0,0,1,0,1.000000,4.500000,2.000000,0.853568,0.856602,0.213838,0.983531,0.855809,0.723746,0.080451,3.091917,0.002963
Bark__bark 9_height,Bark,12,0,0,0,0,1,0,1.500000,0.500000,1.500000,3.913790,0.843451,0.308549,0.969266,1.179185,0.642102,0.126431,3.600311,0.005903
Bark__bark 9_height,Bark,12,0,0,0,0,1,0,1.500000,1.500000,2.000000,1.982557,0.846246,0.185985,0.979654,1.662147,0.690514,0.111086,3.798727,0.004119
Bark__bark 9_height,Bark,12,0,0,0,0,1,0,1.500000,3.000000,1.000000,4.651025,0.677646,0.108433,0.975117,2.692356,0.513755,0.152903,5.625000,0.008864
Bark__bark 9_height,Bark,12,0,0,0,0,1,0,2.000000,1.500000,2.000000,2.928801,0.827197,0.182089,0.979372,2.198226,0.613928,0.133052,4.374345,0.005062
Bark__bark 9_height,Bark,12,0,0,0,0,1,0,2.000000,4.500000,0.500000,6.811391,0.554163,0.078590,0.973220,2.971274,0.345003,0.178608,5.968750,0.012449
Bark__bark 9_height,Bark,16,0,0,0,0,0,1,0.500000,0.500000,0.500000,4.705231,0.716592,0.239895,0.960118,1.555888,0.760459,0.121258,4.707647,0.008974
Bark__bark 9_height,Bark,16,0,0,0,0,0,1,0.500000,3.000000,2.000000,0.389932,0.902217,0.286941,0.979517,0.384805,0.865888,0.048324,1.811278,0.001803
Bark__bark 9_height,Bark,16,0,0,0,0,0,1,0.500000,4.500000,2.000000,0.345563,0.902008,0.274411,0.981765,0.356897,0.849827,0.048061,1.920849,0.001757
Bark__bark 9_height,Bark,16,0,0,0,0,0,1,0.500000,0.500000,2.000000,0.706185,0.927974,0.490225,0.967338,0.239727,0.890354,0.049100,1.256566,0.001774
Bark__bark 9_height,Bark,16,0,0,0,0,0,1,1.000000,1.500000,0.500000,7.613328,0.575666,0.084678,0.966593,3.393463,0.580832,0.168927,5.937500,0.012717
Bark__bark 9_height,Bark,16,0,0,0,0,0,1,1.000000,4.500000,2.000000,0.836859,0.859379,0.217958,0.983664,0.855729,0.724579,0.080337,3.091917,0.002922
Bark__bark 9_height,Bark,16,0,0,0,0,0,1,1.500000,0.500000,1.500000,3.617952,0.822649,0.236407,0.971925,1.442035,0.643445,0.126710,4.090446,0.005911
Bark__bark 9_height,Bark,16,0,0,0,0,0,1,1.500000,1.500000,2.000000,2.040563,0.844349,0.184633,0.979185,1.658498,0.689216,0.111788,3.798727,0.004202
Bark__bark 9_height,Bark,16,0,0,0,0,0,1,1.500000,3.000000,1.000000,4.669596,0.678752,0.107871,0.975147,2.690196,0.514141,0.153451,5.593750,0.008886
Bark__bark 9_height,Bark,16,0,0,0,0,0,1,2.000000,1.500000,2.000000,2.871252,0.829607,0.171956,0.979362,2.162553,0.611804,0.132565,4.374345,0.005016
Bark__bark 9_height,Bark,16,0,0,0,0,0,1,2.000000,4.500000,0.500000,6.779225,0.555371,0.079037,0.973219,2.956663,0.344685,0.178219,6.000000,0.012414
Wood__black_fine_wood_pbr_18_16_height,Wood,4,1,0,0,0,0,0,0.500000,0.500000,0.500000,2.747003,0.838489,0.313538,0.935395,1.000124,0.943933,0.072662,2.567818,0.004405
Wood__black_fine_wood_pbr_18_16_height,Wood,4,1,0,0,0,0,0,0.500000,3.000000,2.000000,0.349584,0.912578,0.307932,0.975876,0.280315,0.875509,0.041828,1.479786,0.001616
