heightmap_id,category,terrace_steps,steps_4,steps_6,steps_8,steps_10,steps_12,steps_16,gamma,edge_sigma,morph_strength,contrast,homogeneity,energy,correlation,entropy,height_mean,height_std,hist_entropy,gradient_mean
Wood__old_wooden_planks_3_92_height,Wood,10,0,0,0,1,0,0,1.500000,0.500000,1.500000,0.947398,0.909111,0.263747,0.974804,0.634571,0.914945,0.068121,1.811278,0.002334
Wood__old_wooden_planks_3_92_height,Wood,10,0,0,0,1,0,0,1.500000,1.500000,2.000000,0.762474,0.893668,0.228390,0.978276,0.765557,0.822674,0.065754,2.246641,0.002380
Wood__old_wooden_planks_3_92_height,Wood,10,0,0,0,1,0,0,1.500000,3.000000,1.000000,1.443018,0.821866,0.181599,0.967433,1.060327,0.646268,0.075160,3.194923,0.004156
Wood__old_wooden_planks_3_92_height,Wood,10,0,0,0,1,0,0,2.000000,1.500000,2.000000,1.123324,0.880898,0.211244,0.978230,1.075646,0.773300,0.079315,2.779208,0.002899
Wood__old_wooden_planks_3_92_height,Wood,10,0,0,0,1,0,0,2.000000,4.500000,0.500000,2.576224,0.705672,0.136882,0.958795,1.192744,0.452437,0.088231,3.994032,0.006933
Wood__old_wooden_planks_3_92_height,Wood,12,0,0,0,0,1,0,0.500000,0.500000,0.500000,2.354245,0.817542,0.309386,0.904890,0.579087,0.903998,0.054235,1.811278,0.005345
Wood__old_wooden_planks_3_92_height,Wood,12,0,0,0,0,1,0,0.500000,3.000000,2.000000,0.161966,0.947988,0.350467,0.977345,0.215897,0.873282,0.028662,1.256566,0.000934
Wood__old_wooden_planks_3_92_height,Wood,12,0,0,0,0,1,0,0.500000,4.500000,2.000000,0.143609,0.946593,0.334527,0.982222,0.196333,0.816915,0.030669,1.256566,0.000907
Wood__old_wooden_planks_3_92_height,Wood,12,0,0,0,0,1,0,0.500000,0.500000,2.000000,0.077919,0.976897,0.560152,0.971494,0.097701,0.988155,0.016445,0.576938,0.000355
Wood__old_wooden_planks_3_92_height,Wood,12,0,0,0,0,1,0,1.000000,1.500000,0.500000,4.564606,0.716171,0.137424,0.926888,1.622228,0.755585,0.088492,3.398984,0.008519
Wood__old_wooden_planks_3_92_height,Wood,12,0,0,0,0,1,0,1.000000,4.500000,2.000000,0.274062,0.925030,0.276858,0.984571,0.385103,0.700838,0.047782,1.920849,0.001401
Wood__old_wooden_planks_3_92_height,Wood,12,0,0,0,0,1,0,1.500000,0.500000,1.500000,0.930783,0.903328,0.249621,0.974856,0.683986,0.910823,0.066568,2.029940,0.002383
Wood__old_wooden_planks_3_92_height,Wood,12,0,0,0,0,1,0,1.500000,1.500000,2.000000,0.774787,0.894311,0.227777,0.976695,0.753834,0.821410,0.064190,2.246641,0.002361
Wood__old_wooden_planks_3_92_height,Wood,12,0,0,0,0,1,0,1.500000,3.000000,1.000000,1.432554,0.821489,0.182903,0.967483,1.062798,0.645950,0.074931,3.194923,0.004131
Wood__old_wooden_planks_3_92_height,Wood,12,0,0,0,0,1,0,2.000000,1.500000,2.000000,1.151106,0.882179,0.199831,0.977246,1.058726,0.771579,0.079687,2.779208,0.002892
Wood__old_wooden_planks_3_92_height,Wood,12,0,0,0,0,1,0,2.000000,4.500000,0.500000,2.549229,0.706966,0.138030,0.958778,1.125066,0.452720,0.087841,3.699895,0.006895
Wood__old_wooden_planks_3_92_height,Wood,16,0,0,0,0,0,1,0.500000,0.500000,0.500000,2.010662,0.804720,0.282300,0.912351,0.636801,0.902011,0.052964,1.920849,0.005312
Wood__old_wooden_planks_3_92_height,Wood,16,0,0,0,0,0,1,0.500000,3.000000,2.000000,0.155968,0.948899,0.348734,0.978418,0.201575,0.873793,0.028983,1.256566,0.000905
Wood__old_wooden_planks_3_92_height,Wood,16,0,0,0,0,0,1,0.500000,4.500000,2.000000,0.136272,0.948530,0.333158,0.983274,0.188364,0.817258,0.031061,1.256566,0.000893
Wood__old_wooden_planks_3_92_height,Wood,16,0,0,0,0,0,1,0.500000,0.500000,2.000000,0.091413,0.970867,0.512477,0.972482,0.098860,0.984928,0.018504,0.576938,0.000447
Wood__old_wooden_planks_3_92_height,Wood,16,0,0,0,0,0,1,1.000000,1.500000,0.500000,4.558051,0.714685,0.137654,0.926495,1.643349,0.754821,0.088135,3.398984,0.008523
Wood__old_wooden_planks_3_92_height,Wood,16,0,0,0,0,0,1,1.000000,4.500000,2.000000,0.268494,0.926117,0.282517,0.984851,0.372467,0.700504,0.047407,1.920849,0.001389
Wood__old_wooden_planks_3_92_height,Wood,16,0,0,0,0,0,1,1.500000,0.500000,1.500000,0.839016,0.906516,0.244714,0.975024,0.681057,0.907152,0.064126,1.920849,0.002243
Wood__old_wooden_planks_3_92_height,Wood,16,0,0,0,0,0,1,1.500000,1.500000,2.000000,0.756475,0.894610,0.227526,0.977967,0.752916,0.819628,0.064272,2.246641,0.002336
Wood__old_wooden_planks_3_92_height,Wood,16,0,0,0,0,0,1,1.500000,3.000000,1.000000,1.433182,0.823032,0.182715,0.966884,1.030542,0.645708,0.074502,3.091917,0.004123
Wood__old_wooden_planks_3_92_height,Wood,16,0,0,0,0,0,1,2.000000,1.500000,2.000000,1.069903,0.884880,0.210401,0.977513,1.028802,0.771402,0.077324,2.779208,0.002798
Wood__old_wooden_planks_3_92_height,Wood,16,0,0,0,0,0,1,2.000000,4.500000,0.500000,2.547430,0.706903,0.137631,0.958896,1.127799,0.452748,0.087827,3.699895,0.006872
Wood__red_painted_wood_33_57_height,Wood,4,1,0,0,0,0,0,0.500000,0.500000,0.500000,0.726812,0.874204,0.425820,0.921198,0.250345,0.958561,0.031766,1.144314,0.002567
Wood__red_painted_wood_33_57_height,Wood,4,1,0,0,0,0,0,0.500000,3.000000,2.000000,0.497088,0.912984,0.265569,0.973266,0.367425,0.891534,0.047139,1.590737,0.001776
Wood__red_painted_wood_33_57_height,Wood,4,1,0,0,0,0,0,0.500000,4.500000,2.000000,0.329063,0.920538,0.284885,0.978760,0.288337,0.863625,0.043469,1.590737,0.001514
Wood__red_painted_wood_33_57_height,Wood,4,1,0,0,0,0,0,0.500000,0.500000,2.000000,0.003578,0.998211,0.957298,0.955310,0.012639,0.999837,0.000784,0.116115,0.000007
Wood__red_painted_wood_33_57_height,Wood,4,1,0,0,0,0,0,1.000000,1.500000,0.500000,5.712148,0.674672,0.126711,0.935375,2.080896,0.665448,0.105623,4.090446,0.010006
Wood__red_painted_wood_33_57_height,Wood,4,1,0,0,0,0,0,1.000000,4.500000,2.000000,0.556956,0.897818,0.267791,0.980471,0.534336,0.706242,0.060131,2.354228,0.002092
Wood__red_painted_wood_33_57_height,Wood,4,1,0,0,0,0,0,1.500000,0.500000,1.500000,0.570550,0.911695,0.396403,0.953854,0.364323,0.914517,0.038914,1.368393,0.001955
Wood__red_painted_wood_33_57_height,Wood,4,1,0,0,0,0,0,1.500000,1.500000,2.000000,1.394556,0.890426,0.244996,0.969864,1.145324,0.734517,0.075991,2.884043,0.002932
Wood__red_painted_wood_33_57_height,Wood,4,1,0,0,0,0,0,1.500000,3.000000,1.000000,2.793958,0.770255,0.162595,0.958515,1.585329,0.553385,0.091698,4.090446,0.005966
Wood__red_painted_wood_33_57_height,Wood,4,1,0,0,0,0,0,2.000000,1.500000,2.000000,1.773530,0.881666,0.226687,0.969610,1.586275,0.671644,0.085897,3.699895,0.003390
Wood__red_painted_wood_33_57_height,Wood,4,1,0,0,0,0,0,2.000000,4.500000,0.500000,3.232572,0.668617,0.130417,0.962865,1.363382,0.407434,0.104485,4.467070,0.008029
Wood__red_painted_wood_33_57_height,Wood,6,0,1,0,0,0,0,0.500000,0.500000,0.500000,1.316395,0.829604,0.272336,0.928798,0.716387,0.933298,0.047261,1.920849,0.003897
Wood__red_painted_wood_33_57_height,Wood,6,0,1,0,0,0,0,0.500000,3.000000,2.000000,0.378159,0.922144,0.318958,0.970465,0.343033,0.850387,0.039206,1.590737,0.001513
Wood__red_painted_wood_33_57_height,Wood,6,0,1,0,0,0,0,0.500000,4.500000,2.000000,0.266862,0.926039,0.313446,0.976512,0.251824,0.824643,0.036881,1.479786,0.001362
Wood__red_painted_wood_33_57_height,Wood,6,0,1,0,0,0,0,0.500000,0.500000,2.000000,0.073909,0.974299,0.563144,0.961693,0.049064,0.988831,0.011440,0.347266,0.000313
Wood__red_painted_wood_33_57_height,Wood,6,0,1,0,0,0,0,1.000000,1.500000,0.500000,4.972125,0.680877,0.131744,0.937402,1.894159,0.658204,0.100292,3.994032,0.009365
Wood__red_painted_wood_33_57_height,Wood,6,0,1,0,0,0,0,1.000000,4.500000,2.000000,0.483154,0.904172,0.282350,0.979142,0.483796,0.704478,0.054285,2.246641,0.001905
Wood__red_painted_wood_33_57_height,Wood,6,0,1,0,0,0,0,1.500000,0.500000,1.500000,0.601143,0.911354,0.288029,0.964353,0.518574,0.902881,0.045475,1.701238,0.002029
Wood__red_painted_wood_33_57_height,Wood,6,0,1,0,0,0,0,1.500000,1.500000,2.000000,1.291671,0.888275,0.226182,0.972849,1.206553,0.730370,0.077818,3.194923,0.002927
Wood__red_painted_wood_33_57_height,Wood,6,0,1,0,0,0,0,1.500000,3.000000,1.000000,2.788758,0.773397,0.161635,0.959050,1.530903,0.555284,0.092158,4.090446,0.005925
Wood__red_painted_wood_33_57_height,Wood,6,0,1,0,0,0,0,2.000000,1.500000,2.000000,1.705524,0.883013,0.221861,0.970458,1.554620,0.664517,0.086636,3.798727,0.003335
Wood__red_painted_wood_33_57_height,Wood,6,0,1,0,0,0,0,2.000000,4.500000,0.500000,3.085629,0.673053,0.130890,0.963128,1.320330,0.411450,0.102345,4.374345,0.007816
Wood__red_painted_wood_33_57_height,Wood,8,0,0,1,0,0,0,0.500000,0.500000,0.500000,1.612747,0.809263,0.216537,0.925146,0.588476,0.918684,0.050963,1.811278,0.004599
Wood__red_painted_wood_33_57_height,Wood,8,0,0,1,0,0,0,0.500000,3.000000,2.000000,0.305811,0.929701,0.317649,0.971566,0.287070,0.851822,0.036682,1.590737,0.001360
Wood__red_painted_wood_33_57_height,Wood,8,0,0,1,0,0,0,0.500000,4.500000,2.000000,0.227644,0.931167,0.320083,0.977592,0.243592,0.828046,0.034901,1.590737,0.001223
Wood__red_painted_wood_33_57_height,Wood,8,0,0,1,0,0,0,0.500000,0.500000,2.000000,0.060797,0.973245,0.522794,0.970515,0.088691,0.983320,0.014145,0.576938,0.000400
Wood__red_painted_wood_33_57_height,Wood,8,0,0,1,0,0,0,1.000000,1.500000,0.500000,4.826055,0.680479,0.131369,0.938294,1.922729,0.654469,0.099435,4.185994,0.009276
Wood__red_painted_wood_33_57_height,Wood,8,0,0,1,0,0,0,1.000000,4.500000,2.000000,0.462216,0.906101,0.278655,0.978923,0.467612,0.702324,0.052364,2.138541,0.001882
Wood__red_painted_wood_33_57_height,Wood,8,0,0,1,0,0,0,1.500000,0.500000,1.500000,0.698369,0.907342,0.268864,0.962758,0.553390,0.893495,0.046672,1.701238,0.002125
Wood__red_painted_wood_33_57_height,Wood,8,0,0,1,0,0,0,1.500000,1.500000,2.000000,1.297306,0.890508,0.236268,0.970644,1.171104,0.725159,0.073188,3.091917,0.002834
Wood__red_painted_wood_33_57_height,Wood,8,0,0,1,0,0,0,1.500000,3.000000,1.000000,2.721702,0.773603,0.164217,0.958741,1.476554,0.551630,0.090618,3.994032,0.005860
Wood__red_painted_wood_33_57_height,Wood,8,0,0,1,0,0,0,2.000000,1.500000,2.000000,1.745263,0.879503,0.211165,0.971865,1.580287,0.664301,0.088943,3.699895,0.003382
Wood__red_painted_wood_33_57_height,Wood,8,0,0,1,0,0,0,2.000000,4.500000,0.500000,3.091459,0.673673,0.132113,0.963112,1.321364,0.412085,0.102436,4.374345,0.007823
Wood__red_painted_wood_33_57_height,Wood,10,0,0,0,1,0,0,0.500000,0.500000,0.500000,1.365037,0.814712,0.222675,0.926040,0.554868,0.912951,0.047552,1.701238,0.004384
Wood__red_painted_wood_33_57_height,Wood,10,0,0,0,1,0,0,0.500000,3.000000,2.000000,0.291719,0.929595,0.309892,0.972100,0.276986,0.852481,0.036391,1.479786,0.001364
Wood__red_painted_wood_33_57_height,Wood,10,0,0,0,1,0,0,0.500000,4.500000,2.000000,0.221705,0.931994,0.322209,0.977191,0.242430,0.829259,0.034359,1.479786,0.001209
Wood__red_painted_wood_33_57_height,Wood,10,0,0,0,1,0,0,0.500000,0.500000,2.000000,0.078215,0.967356,0.480102,0.965165,0.068031,0.978368,0.014939,0.576938,0.000480
Wood__red_painted_wood_33_57_height,Wood,10,0,0,0,1,0,0,1.000000,1.500000,0.500000,4.777270,0.681596,0.131592,0.938429,1.877658,0.656872,0.098962,4.090446,0.009189
Wood__red_painted_wood_33_57_height,Wood,10,0,0,0,1,0,0,1.000000,4.500000,2.000000,0.454229,0.907031,0.266676,0.979179,0.466552,0.705426,0.052912,2.246641,0.001853
Wood__red_painted_wood_33_57_height,Wood,10,0,0,0,1,0,0,1.500000,0.500000,1.500000,0.692924,0.908077,0.273956,0.962804,0.550373,0.892398,0.047500,1.701238,0.002145
Wood__red_painted_wood_33_57_height,Wood,10,0,0,0,1,0,0,1.500000,1.500000,2.000000,1.306020,0.889503,0.258634,0.970761,1.213371,0.724634,0.075630,3.194923,0.002919
Wood__red_painted_wood_33_57_height,Wood,10,0,0,0,1,0,0,1.500000,3.000000,1.000000,2.757030,0.773907,0.162027,0.958247,1.495831,0.552330,0.090675,4.090446,0.005886
Wood__red_painted_wood_33_57_height,Wood,10,0,0,0,1,0,0,2.000000,1.500000,2.000000,1.720013,0.882691,0.215155,0.971058,1.528074,0.665278,0.087353,3.699895,0.003338
Wood__red_painted_wood_33_57_height,Wood,10,0,0,0,1,0,0,2.000000,4.500000,0.500000,3.038796,0.675456,0.132676,0.963419,1.312131,0.414178,0.101998,4.374345,0.007769
Wood__red_painted_wood_33_57_height,Wood,12,0,0,0,0,1,0,0.500000,0.500000,0.500000,1.264924,0.812645,0.229696,0.927408,0.576018,0.908732,0.045965,1.811278,0.004320
Wood__red_painted_wood_33_57_height,Wood,12,0,0,0,0,1,0,0.500000,3.000000,2.000000,0.299713,0.929973,0.319191,0.970227,0.283227,0.849186,0.034726,1.479786,0.001332
Wood__red_painted_wood_33_57_height,Wood,12,0,0,0,0,1,0,0.500000,4.500000,2.000000,0.212159,0.934874,0.334740,0.976198,0.212977,0.826090,0.032839,1.368393,0.001186
Wood__red_painted_wood_33_57_height,Wood,12,0,0,0,0,1,0,0.500000,0.500000,2.000000,0.090361,0.965913,0.477278,0.968191,0.116674,0.975854,0.016564,0.691205,0.000517
Wood__red_painted_wood_33_57_height,Wood,12,0,0,0,0,1,0,1.000000,1.500000,0.500000,4.716904,0.683021,0.133248,0.938087,1.881878,0.655312,0.098317,4.090446,0.009150
Wood__red_painted_wood_33_57_height,Wood,12,0,0,0,0,1,0,1.000000,4.500000,2.000000,0.447621,0.907684,0.271137,0.978938,0.463745,0.703724,0.051815,2.138541,0.001846
Wood__red_painted_wood_33_57_height,Wood,12,0,0,0,0,1,0,1.500000,0.500000,1.500000,0.676803,0.905567,0.273628,0.963032,0.534583,0.892171,0.047449,1.590737,0.002154
Wood__red_painted_wood_33_57_height,Wood,12,0,0,0,0,1,0,1.500000,1.500000,2.000000,1.319675,0.889024,0.240851,0.970459,1.234947,0.725159,0.075763,3.297285,0.002915
Wood__red_painted_wood_33_57_height,Wood,12,0,0,0,0,1,0,1.500000,3.000000,1.000000,2.725577,0.774449,0.161754,0.958375,1.487064,0.552758,0.090498,3.994032,0.005865
Wood__red_painted_wood_33_57_height,Wood,12,0,0,0,0,1,0,2.000000,1.500000,2.000000,1.596992,0.882462,0.220958,0.970834,1.506798,0.658898,0.084224,3.798727,0.003276
Wood__red_painted_wood_33_57_height,Wood,12,0,0,0,0,1,0,2.000000,4.500000,0.500000,3.008330,0.675011,0.133032,0.963023,1.295079,0.412339,0.100920,4.343095,0.007728
Wood__red_painted_wood_33_57_height,Wood,16,0,0,0,0,0,1,0.500000,0.500000,0.500000,1.122817,0.813765,0.227354,0.932716,0.585327,0.908519,0.045191,1.811278,0.004136
Wood__red_painted_wood_33_57_height,Wood,16,0,0,0,0,0,1,0.500000,3.000000,2.000000,0.296161,0.928584,0.314451,0.971424,0.277445,0.850862,0.035630,1.479786,0.001359
Wood__red_painted_wood_33_57_height,Wood,16,0,0,0,0,0,1,0.500000,4.500000,2.000000,0.218456,0.932872,0.327892,0.976291,0.208380,0.828032,0.033340,1.479786,0.001205
Wood__red_painted_wood_33_57_height,Wood,16,0,0,0,0,0,1,0.500000,0.500000,2.000000,0.079157,0.968647,0.482826,0.968143,0.095007,0.973414,0.016974,0.576938,0.000531
Wood__red_painted_wood_33_57_height,Wood,16,0,0,0,0,0,1,1.000000,1.500000,0.500000,4.818642,0.681988,0.132372,0.938142,1.910832,0.655614,0.099453,4.185994,0.009230
Wood__red_painted_wood_33_57_height,Wood,16,0,0,0,0,0,1,1.000000,4.500000,2.000000,0.468485,0.904764,0.263003,0.979403,0.470330,0.704324,0.053170,2.354228,0.001873
Wood__red_painted_wood_33_57_height,Wood,16,0,0,0,0,0,1,1.500000,0.500000,1.500000,0.592516,0.911092,0.277723,0.965347,0.562940,0.874599,0.045375,1.811278,0.002001
Wood__red_painted_wood_33_57_height,Wood,16,0,0,0,0,0,1,1.500000,1.500000,2.000000,1.198293,0.890453,0.231911,0.971047,1.186105,0.721319,0.073042,3.297285,0.002816
Wood__red_painted_wood_33_57_height,Wood,16,0,0,0,0,0,1,1.500000,3.000000,1.000000,2.668866,0.775535,0.165295,0.958723,1.472362,0.552434,0.089346,4.090446,0.005789
Wood__red_painted_wood_33_57_height,Wood,16,0,0,0,0,0,1,2.000000,1.500000,2.000000,1.534291,0.883248,0.230414,0.970641,1.408630,0.658664,0.082333,3.600311,0.003205
Wood__red_painted_wood_33_57_height,Wood,16,0,0,0,0,0,1,2.000000,4.500000,0.500000,2.952807,0.676929,0.132671,0.963286,1.211365,0.414414,0.100330,4.185994,0.007657
Wood__white_fine_wood_pbr_18_31_height,Wood,4,1,0,0,0,0,0,0.500000,0.500000,0.500000,0.385629,0.892884,0.495191,0.861130,0.155635,0.970518,0.018488,0.805082,0.002114
Wood__white_fine_wood_pbr_18_31_height,Wood,4,1,0,0,0,0,0,0.500000,3.000000,2.000000,0.095115,0.962457,0.488549,0.970919,0.162726,0.819372,0.019652,1.144314,0.000665
Wood__white_fine_wood_pbr_18_31_height,Wood,4,1,0,0,0,0,0,0.500000,4.500000,2.000000,0.094185,0.959740,0.432895,0.974970,0.140500,0.786184,0.021836,1.144314,0.000705
Wood__white_fine_wood_pbr_18_31_height,Wood,4,1,0,0,0,0,0,0.500000,0.500000,2.000000,0.010185,0.994908,0.878014,0.953536,0.012639,0.999511,0.001296,0.116115,0.000021
Wood__white_fine_wood_pbr_18_31_height,Wood,4,1,0,0,0,0,0,1.000000,1.500000,0.500000,2.084006,0.769632,0.179838,0.959881,1.544542,0.773279,0.080957,3.699895,0.005820
Wood__white_fine_wood_pbr_18_31_height,Wood,4,1,0,0,0,0,0,1.000000,4.500000,2.000000,0.188200,0.940072,0.324424,0.995722,0.333293,0.730753,0.075057,2.138541,0.001112
Wood__white_fine_wood_pbr_18_31_height,Wood,4,1,0,0,0,0,0,1.500000,0.500000,1.500000,0.033192,0.983945,0.680142,0.941410,0.028069,0.996269,0.004806,0.231872,0.000154
Wood__white_fine_wood_pbr_18_31_height,Wood,4,1,0,0,0,0,0,1.500000,1.500000,2.000000,0.282584,0.946819,0.389267,0.959666,0.466185,0.804601,0.029134,1.811278,0.001120
Wood__white_fine_wood_pbr_18_31_height,Wood,4,1,0,0,0,0,0,1.500000,3.000000,1.000000,0.629095,0.871897,0.289437,0.944016,0.579949,0.620346,0.037952,2.246641,0.002666
Wood__white_fine_wood_pbr_18_31_height,Wood,4,1,0,0,0,0,0,2.000000,1.500000,2.000000,0.282584,0.946819,0.389267,0.959666,0.466185,0.804601,0.029134,1.811278,0.001120
Wood__white_fine_wood_pbr_18_31_height,Wood,4,1,0,0,0,0,0,2.000000,4.500000,0.500000,1.287468,0.753502,0.190894,0.943658,0.765410,0.542270,0.053088,3.091917,0.004985
Wood__white_fine_wood_pbr_18_31_height,Wood,6,0,1,0,0,0,0,0.500000,0.500000,0.500000,0.192445,0.919766,0.525740,0.846671,0.066513,0.983211,0.010974,0.462290,0.001251
Wood__white_fine_wood_pbr_18_31_height,Wood,6,0,1,0,0,0,0,0.500000,3.000000,2.000000,0.062984,0.971573,0.540476,0.969184,0.110529,0.885296,0.014830,0.918564,0.000468
Wood__white_fine_wood_pbr_18_31_height,Wood,6,0,1,0,0,0,0,0.500000,4.500000,2.000000,0.072217,0.966237,0.465923,0.972670,0.096929,0.861522,0.017272,0.918564,0.000537
Wood__white_fine_wood_pbr_18_31_height,Wood,6,0,1,0,0,0,0,0.500000,0.500000,2.000000,0.000000,1.000000,1.000000,1.000000,0.003282,1.000000,0.000000,0.116115,0.000000
Wood__white_fine_wood_pbr_18_31_height,Wood,6,0,1,0,0,0,0,1.000000,1.500000,0.500000,2.108189,0.763187,0.186800,0.931264,1.361071,0.761576,0.062199,3.500000,0.005964
Wood__white_fine_wood_pbr_18_31_height,Wood,6,0,1,0,0,0,0,1.000000,4.500000,2.000000,0.158189,0.941387,0.314619,0.991016,0.249809,0.717878,0.047167,1.701238,0.001000
Wood__white_fine_wood_pbr_18_31_height,Wood,6,0,1,0,0,0,0,1.500000,0.500000,1.500000,0.033192,0.983945,0.680142,0.941410,0.028069,0.997359,0.004035,0.231872,0.000112
Wood__white_fine_wood_pbr_18_31_height,Wood,6,0,1,0,0,0,0,1.500000,1.500000,2.000000,0.231434,0.949446,0.409425,0.958654,0.386463,0.823004,0.026431,1.590737,0.001010
Wood__white_fine_wood_pbr_18_31_height,Wood,6,0,1,0,0,0,0,1.500000,3.000000,1.000000,0.533689,0.880014,0.305182,0.943813,0.510467,0.653732,0.035644,2.029940,0.002481
Wood__white_fine_wood_pbr_18_31_height,Wood,6,0,1,0,0,0,0,2.000000,1.500000,2.000000,0.367354,0.940487,0.371575,0.961020,0.596127,0.768309,0.033951,1.920849,0.001301
Wood__white_fine_wood_pbr_18_31_height,Wood,6,0,1,0,0,0,0,2.000000,4.500000,0.500000,1.583929,0.732040,0.174581,0.942694,0.854421,0.466613,0.058118,3.194923,0.005560
Wood__white_fine_wood_pbr_18_31_height,Wood,8,0,0,1,0,0,0,0.500000,0.500000,0.500000,0.290315,0.903192,0.501724,0.861295,0.121976,0.976380,0.015439,0.691205,0.001757
Wood__white_fine_wood_pbr_18_31_height,Wood,8,0,0,1,0,0,0,0.500000,3.000000,2.000000,0.080523,0.964936,0.503073,0.968710,0.133042,0.845122,0.016769,1.031644,0.000572
Wood__white_fine_wood_pbr_18_31_height,Wood,8,0,0,1,0,0,0,0.500000,4.500000,2.000000,0.078776,0.964738,0.472772,0.971786,0.113864,0.816773,0.018489,1.031644,0.000605
Wood__white_fine_wood_pbr_18_31_height,Wood,8,0,0,1,0,0,0,0.500000,0.500000,2.000000,0.000000,1.000000,1.000000,1.000000,0.003282,1.000000,0.000000,0.116115,0.000000
Wood__white_fine_wood_pbr_18_31_height,Wood,8,0,0,1,0,0,0,1.000000,1.500000,0.500000,2.134384,0.761449,0.192784,0.916628,1.287192,0.756747,0.056580,3.297285,0.006028
Wood__white_fine_wood_pbr_18_31_height,Wood,8,0,0,1,0,0,0,1.000000,4.500000,2.000000,0.147336,0.944545,0.341453,0.985869,0.218825,0.712573,0.036427,1.479786,0.000951
Wood__white_fine_wood_pbr_18_31_height,Wood,8,0,0,1,0,0,0,1.500000,0.500000,1.500000,0.033192,0.983945,0.680142,0.941410,0.028069,0.996658,0.005056,0.231872,0.000140
Wood__white_fine_wood_pbr_18_31_height,Wood,8,0,0,1,0,0,0,1.500000,1.500000,2.000000,0.277041,0.945603,0.340012,0.970671,0.468989,0.814083,0.033847,1.701238,0.001087
Wood__white_fine_wood_pbr_18_31_height,Wood,8,0,0,1,0,0,0,1.500000,3.000000,1.000000,0.615181,0.870250,0.252622,0.963388,0.562290,0.638209,0.046730,2.246641,0.002641
Wood__white_fine_wood_pbr_18_31_height,Wood,8,0,0,1,0,0,0,2.000000,1.500000,2.000000,0.319568,0.943529,0.383014,0.957187,0.492391,0.791682,0.030759,1.811278,0.001185
Wood__white_fine_wood_pbr_18_31_height,Wood,8,0,0,1,0,0,0,2.000000,4.500000,0.500000,1.392900,0.744858,0.184503,0.943178,0.814446,0.515234,0.054813,3.091917,0.005189
Wood__white_fine_wood_pbr_18_31_height,Wood,10,0,0,0,1,0,0,0.500000,0.500000,0.500000,0.386488,0.892983,0.496377,0.860478,0.154215,0.970600,0.018384,0.805082,0.002105
Wood__white_fine_wood_pbr_18_31_height,Wood,10,0,0,0,1,0,0,0.500000,3.000000,2.000000,0.088519,0.964831,0.517898,0.966276,0.146036,0.822166,0.018188,1.144314,0.000627
Wood__white_fine_wood_pbr_18_31_height,Wood,10,0,0,0,1,0,0,0.500000,4.500000,2.000000,0.093650,0.959701,0.442092,0.973211,0.135770,0.790694,0.019831,1.144314,0.000658
Wood__white_fine_wood_pbr_18_31_height,Wood,10,0,0,0,1,0,0,0.500000,0.500000,2.000000,0.010185,0.994908,0.878014,0.953536,0.012639,0.999511,0.001296,0.116115,0.000021
Wood__white_fine_wood_pbr_18_31_height,Wood,10,0,0,0,1,0,0,1.000000,1.500000,0.500000,2.154688,0.760738,0.195370,0.909354,1.270200,0.754113,0.054483,3.194923,0.006068
Wood__white_fine_wood_pbr_18_31_height,Wood,10,0,0,0,1,0,0,1.000000,4.500000,2.000000,0.138141,0.947850,0.355690,0.981781,0.189356,0.709544,0.031630,1.479786,0.000929
Wood__white_fine_wood_pbr_18_31_height,Wood,10,0,0,0,1,0,0,1.500000,0.500000,1.500000,0.033192,0.983945,0.680142,0.941410,0.028069,0.996269,0.004806,0.231872,0.000154
Wood__white_fine_wood_pbr_18_31_height,Wood,10,0,0,0,1,0,0,1.500000,1.500000,2.000000,0.282584,0.946819,0.389267,0.959666,0.466185,0.804601,0.029134,1.811278,0.001120
Wood__white_fine_wood_pbr_18_31_height,Wood,10,0,0,0,1,0,0,1.500000,3.000000,1.000000,0.629095,0.871897,0.289437,0.944016,0.579949,0.620346,0.037952,2.246641,0.002666
Wood__white_fine_wood_pbr_18_31_height,Wood,10,0,0,0,1,0,0,2.000000,1.500000,2.000000,0.365196,0.939662,0.358662,0.960397,0.557184,0.773976,0.033281,2.029940,0.001289
Wood__white_fine_wood_pbr_18_31_height,Wood,10,0,0,0,1,0,0,2.000000,4.500000,0.500000,1.526455,0.736424,0.178407,0.942670,0.823273,0.479207,0.057260,3.091917,0.005460
Wood__white_fine_wood_pbr_18_31_height,Wood,12,0,0,0,0,1,0,0.500000,0.500000,0.500000,0.276771,0.905977,0.511187,0.856888,0.097618,0.976827,0.015008,0.691205,0.001725
Wood__white_fine_wood_pbr_18_31_height,Wood,12,0,0,0,0,1,0,0.500000,3.000000,2.000000,0.074257,0.967772,0.516048,0.969635,0.131904,0.850909,0.017002,1.031644,0.000562
Wood__white_fine_wood_pbr_18_31_height,Wood,12,0,0,0,0,1,0,0.500000,4.500000,2.000000,0.084215,0.962087,0.441322,0.973968,0.117215,0.822745,0.019106,0.918564,0.000611
Wood__white_fine_wood_pbr_18_31_height,Wood,12,0,0,0,0,1,0,0.500000,0.500000,2.000000,0.000000,1.000000,1.000000,1.000000,0.003282,1.000000,0.000000,0.116115,0.000000
Wood__white_fine_wood_pbr_18_31_height,Wood,12,0,0,0,0,1,0,1.000000,1.500000,0.500000,2.169235,0.761307,0.197884,0.905287,1.237303,0.752398,0.053535,3.194923,0.006097
